Record ID,Granite type,Geological Group ID,reported_type_normalized,filter_status
R2213,I,GG0116,I,excluded_group_protocol
R2214,I,GG0117,I,excluded_group_protocol
R2215,I,GG0117,I,excluded_group_protocol
R2216,I,GG0117,I,excluded_group_protocol
R2217,I,GG0117,I,excluded_group_protocol
R2218,I,GG0117,I,excluded_group_protocol
R2219,I,GG0117,I,excluded_group_protocol
R2220,I,GG0117,I,excluded_group_protocol
R2221,I,GG0117,I,excluded_group_protocol
R2222,I,GG0117,I,excluded_group_protocol
R2223,I,GG0117,I,excluded_group_protocol
R2224,I,GG0117,I,excluded_group_protocol
R2225,I,GG0117,I,excluded_group_protocol
R2226,I,GG0117,I,excluded_group_protocol
R2227,I,GG0117,I,excluded_group_protocol
R2228,I,GG0117,I,excluded_group_protocol
R2229,I,GG0117,I,excluded_group_protocol
R2230,I,GG0117,I,excluded_group_protocol
R2231,I,GG0117,I,excluded_group_protocol
R2232,I,GG0117,I,excluded_group_protocol
R2233,I,GG0117,I,excluded_group_protocol
R2234,I,GG0117,I,excluded_group_protocol
R2235,I,GG0117,I,excluded_group_protocol
R2236,I,GG0117,I,excluded_group_protocol
R2237,I,GG0117,I,excluded_group_protocol
R2238,I,GG0117,I,excluded_group_protocol
R2239,I,GG0117,I,excluded_group_protocol
R2240,S,GG0118,S,retained
R2241,S,GG0118,S,retained
R2242,S,GG0118,S,retained
R2243,S,GG0118,S,retained
R2244,S,GG0118,S,retained
R2245,S,GG0118,S,retained
R2246,S,GG0118,S,retained
R2247,S,GG0118,S,retained
R2248,S,GG0118,S,retained
R2249,S,GG0118,S,retained
R2250,S,GG0118,S,retained
R2251,S,GG0118,S,retained
R2252,S,GG0118,S,retained
R2253,S,GG0118,S,retained
R2254,S,GG0118,S,retained
R2255,S,GG0118,S,retained
R2256,S,GG0118,S,retained
R2257,S,GG0118,S,retained
R2258,S,GG0118,S,retained
R2259,S,GG0118,S,retained
R2260,S,GG0118,S,retained
R2261,S,GG0118,S,retained
R2262,S,GG0118,S,retained
R2263,S,GG0118,S,retained
R2264,S,GG0118,S,retained
R2265,S,GG0118,S,retained
R2266,S,GG0118,S,retained
R2267,S,GG0118,S,retained
R2268,S,GG0118,S,retained
R2269,S,GG0118,S,retained
R2270,S,GG0118,S,retained
R2271,S,GG0118,S,retained
R2272,S,GG0118,S,retained
R2273,S,GG0118,S,retained
R2274,S,GG0118,S,retained
R2275,S,GG0118,S,retained
R2276,S,GG0118,S,retained
R2277,S,GG0118,S,retained
R2278,S,GG0118,S,retained
R2279,S,GG0118,S,retained
R2280,S,GG0118,S,retained
R2281,S,GG0118,S,retained
R2282,S,GG0118,S,retained
R2283,S,GG0118,S,retained
R2284,S,GG0118,S,retained
R2285,S,GG0118,S,retained
R2286,S,GG0118,S,retained
R2287,S,GG0118,S,retained
R2288,S,GG0118,S,retained
R2289,S,GG0118,S,retained
R2290,S,GG0118,S,retained
R2291,S,GG0118,S,retained
R2292,S,GG0118,S,retained
R2293,S,GG0118,S,retained
R2294,S,GG0118,S,retained
R2295,S,GG0118,S,retained
R2296,S,GG0118,S,retained
R2297,S,GG0118,S,retained
R2298,S,GG0118,S,retained
R2299,S,GG0118,S,retained
R2300,S,GG0118,S,retained
R2301,S,GG0118,S,retained
R2302,S,GG0118,S,retained
R2303,S,GG0118,S,retained
R2304,S,GG0118,S,retained
R2305,S,GG0040,S,retained
R2306,S,GG0040,S,retained
R2307,S,GG0040,S,retained
R2308,S,GG0040,S,retained
R2309,S,GG0040,S,retained
R2310,S,GG0040,S,retained
R2311,S,GG0040,S,retained
R2312,S,GG0040,S,retained
R2313,S,GG0040,S,retained
R2314,S,GG0040,S,retained
R2315,S,GG0040,S,retained
R2316,S,GG0040,S,retained
R2317,S,GG0040,S,retained
R2318,S,GG0040,S,retained
R2319,S,GG0040,S,retained
R2320,S,GG0040,S,retained
R2321,S,GG0040,S,retained
R2322,S,GG0040,S,retained
R2323,S,GG0040,S,retained
R2324,S,GG0040,S,retained
R2325,S,GG0040,S,retained
R2326,S,GG0040,S,retained
R2327,S,GG0040,S,retained
R2328,S,GG0040,S,retained
R2329,S,GG0040,S,retained
R2330,S,GG0040,S,retained
R2331,S,GG0040,S,retained
R2332,S,GG0040,S,retained
R2333,S,GG0040,S,retained
R2334,S,GG0040,S,retained
R2335,S,GG0040,S,retained
R2336,S,GG0040,S,retained
R2337,S,GG0040,S,retained
R2338,I,GG0004,I,retained
R2339,I,GG0004,I,retained
R2340,I,GG0004,I,retained
R2341,I,GG0004,I,retained
R2342,I,GG0004,I,retained
R2343,I,GG0004,I,retained
R2344,I,GG0004,I,retained
R2345,I,GG0004,I,retained
R2346,I,GG0004,I,retained
R2347,I,GG0004,I,retained
R2348,I,GG0004,I,retained
R2349,I,GG0004,I,retained
R2350,I,GG0004,I,retained
R2351,I,GG0004,I,retained
R2352,I,GG0004,I,retained
R2353,I,GG0004,I,retained
R2354,I,GG0004,I,retained
R2355,I,GG0004,I,retained
R2356,I,GG0004,I,retained
R2357,I,GG0004,I,retained
R2358,I,GG0004,I,retained
R2359,I,GG0004,I,retained
R2360,I,GG0004,I,retained
R2361,I,GG0004,I,retained
R2362,I,GG0004,I,retained
R2363,I,GG0004,I,retained
R2364,I,GG0004,I,retained
R2365,I,GG0004,I,retained
R2366,I,GG0004,I,retained
R2367,I,GG0004,I,retained
R2368,I,GG0004,I,retained
R2369,I,GG0004,I,retained
R2370,I,GG0004,I,retained
R2371,I,GG0004,I,retained
R2372,I,GG0004,I,retained
R2373,I,GG0004,I,retained
R2374,I,GG0004,I,retained
R2375,I,GG0004,I,retained
R2376,I,GG0004,I,retained
R2377,I,GG0004,I,retained
R2378,I,GG0004,I,retained
R2379,I,GG0004,I,retained
R2380,I,GG0004,I,retained
R2381,I,GG0004,I,retained
R2382,I,GG0004,I,retained
R2383,I,GG0004,I,retained
R2384,I,GG0004,I,retained
R2385,I,GG0004,I,retained
R2386,I,GG0004,I,retained
R2387,I,GG0004,I,retained
R2388,I,GG0004,I,retained
R2389,I,GG0004,I,retained
R2390,I,GG0004,I,retained
R2391,I,GG0004,I,retained
R2392,I,GG0004,I,retained
R2393,I,GG0004,I,retained
R2394,I,GG0004,I,retained
R2395,I,GG0004,I,retained
R2396,I,GG0004,I,retained
R2397,I,GG0004,I,retained
R2398,I,GG0004,I,retained
R2399,I,GG0004,I,retained
R2400,I,GG0004,I,retained
R2401,I,GG0004,I,retained
R2402,I,GG0004,I,retained
R2403,I,GG0004,I,retained
R2404,I,GG0004,I,retained
R2405,A,GG0119,A,excluded_group_protocol
R2406,A,GG0119,A,excluded_group_protocol
R2407,A,GG0119,A,excluded_group_protocol
R2408,A,GG0119,A,excluded_group_protocol
R2409,A,GG0119,A,excluded_group_protocol
R2410,A,GG0119,A,excluded_group_protocol
R2411,A,GG0119,A,excluded_group_protocol
R2412,A,GG0119,A,excluded_group_protocol
R2413,A,GG0119,A,excluded_group_protocol
R2414,A,GG0119,A,excluded_group_protocol
R2415,A,GG0119,A,excluded_group_protocol
R2416,A,GG0119,A,excluded_group_protocol
R2417,S,GG0120,S,excluded_group_protocol
R2418,S,GG0120,S,excluded_group_protocol
R2419,S,GG0120,S,excluded_group_protocol
R2420,S,GG0120,S,excluded_group_protocol
R2421,S,GG0120,S,excluded_group_protocol
R2422,S,GG0120,S,excluded_group_protocol
R2423,S,GG0120,S,excluded_group_protocol
R2424,S,GG0120,S,excluded_group_protocol
R2425,S,GG0120,S,excluded_group_protocol
R2426,S,GG0120,S,excluded_group_protocol
R2427,S,GG0120,S,excluded_group_protocol
R2428,S,GG0120,S,excluded_group_protocol
R2429,S,GG0120,S,excluded_group_protocol
R2430,S,GG0120,S,excluded_group_protocol
R2431,S,GG0120,S,excluded_group_protocol
R2432,S,GG0120,S,excluded_group_protocol
R2433,S,GG0121,S,retained
R2434,S,GG0121,S,retained
R2435,S,GG0121,S,retained
R2436,S,GG0121,S,retained
R2437,S,GG0121,S,retained
R2438,S,GG0121,S,retained
R2439,I,GG0036,I,excluded_group_protocol
R2440,I,GG0036,I,excluded_group_protocol
R2441,I,GG0036,I,excluded_group_protocol
R2442,I,GG0036,I,excluded_group_protocol
R2443,I,GG0036,I,excluded_group_protocol
R2444,I,GG0036,I,excluded_group_protocol
R2445,I,GG0036,I,excluded_group_protocol
R2446,I,GG0036,I,excluded_group_protocol
R2447,I,GG0122,I,retained
R2448,I,GG0122,I,retained
R2449,I,GG0122,I,retained
R2450,I,GG0122,I,retained
R2451,I,GG0122,I,retained
R2452,I,GG0122,I,retained
R2453,I,GG0122,I,retained
R2454,I,GG0122,I,retained
R2455,I,GG0122,I,retained
R2456,I,GG0122,I,retained
R2457,I,GG0122,I,retained
R2458,I,GG0122,I,retained
R2459,I,GG0122,I,retained
R2460,I,GG0122,I,retained
R2461,I,GG0122,I,retained
R2462,I,GG0122,I,retained
R2463,I,GG0122,I,retained
R2464,I,GG0122,I,retained
R2465,I,GG0122,I,retained
R2466,S,GG0123,S,retained
R2467,S,GG0123,S,retained
R2468,S,GG0123,S,retained
R2469,S,GG0123,S,retained
R2470,S,GG0123,S,retained
R2471,S,GG0123,S,retained
R2472,S,GG0123,S,retained
R2473,S,GG0123,S,retained
R2474,S,GG0123,S,retained
R2475,S,GG0123,S,retained
R2476,S,GG0123,S,retained
R2477,S,GG0123,S,retained
R2478,S,GG0123,S,retained
R2479,S,GG0123,S,retained
R2480,S,GG0123,S,retained
R2481,S,GG0123,S,retained
R2482,S,GG0123,S,retained
R2483,S,GG0123,S,retained
R2484,S,GG0123,S,retained
R2485,S,GG0123,S,retained
R2486,S,GG0123,S,retained
R2487,S,GG0123,S,retained
R2488,S,GG0123,S,retained
R2489,S,GG0123,S,retained
R2490,S,GG0123,S,retained
R2491,S,GG0123,S,retained
R2492,S,GG0123,S,retained
R2493,S,GG0123,S,retained
R2494,S,GG0123,S,retained
R2495,S,GG0123,S,retained
R2496,S,GG0123,S,retained
R2497,S,GG0123,S,retained
R2498,S,GG0123,S,retained
R2499,S,GG0123,S,retained
R2500,S,GG0123,S,retained
R2501,S,GG0123,S,retained
R2502,S,GG0123,S,retained
R2503,S,GG0123,S,retained
R2504,S,GG0123,S,retained
R2505,S,GG0123,S,retained
R2506,S,GG0123,S,retained
R2507,I,GG0019,I,retained
R2508,I,GG0019,I,retained
R2509,I,GG0019,I,retained
R2510,I,GG0019,I,retained
R2511,I,GG0019,I,retained
R2512,I,GG0124,I,excluded_group_protocol
R2513,I,GG0124,I,excluded_group_protocol
R2514,I,GG0124,I,excluded_group_protocol
R2515,I,GG0124,I,excluded_group_protocol
R2516,I,GG0124,I,excluded_group_protocol
R2517,I,GG0124,I,excluded_group_protocol
R2518,I,GG0124,I,excluded_group_protocol
R2519,I,GG0124,I,excluded_group_protocol
R2520,I,GG0124,I,excluded_group_protocol
R2521,I,GG0008,I,retained
R2522,I,GG0008,I,retained
R2523,I,GG0008,I,retained
R2524,I,GG0008,I,retained
R2525,I,GG0008,I,retained
R2526,I,GG0008,I,retained
R2527,I,GG0008,I,retained
R2528,I,GG0008,I,retained
R2529,I,GG0008,I,retained
R2530,I,GG0008,I,retained
R2531,I,GG0008,I,retained
R2532,I,GG0008,I,retained
R2533,I,GG0008,I,retained
R2534,I,GG0008,I,retained
R2535,I,GG0008,I,retained
R2536,I,GG0008,I,retained
R2537,I,GG0008,I,retained
R2538,I,GG0008,I,retained
R2539,I,GG0008,I,retained
R2540,I,GG0008,I,retained
R2541,I,GG0008,I,retained
R2542,I,GG0008,I,retained
R2543,I,GG0008,I,retained
R2544,I,GG0008,I,retained
R2545,I,GG0008,I,retained
R2546,I,GG0008,I,retained
R2547,I,GG0008,I,retained
R2548,I,GG0008,I,retained
R2549,I,GG0008,I,retained
R2550,I,GG0008,I,retained
R2551,I,GG0008,I,retained
R2552,I,GG0008,I,retained
R2553,I,GG0008,I,retained
R2554,I,GG0008,I,retained
R2555,I,GG0008,I,retained
R2556,I,GG0008,I,retained
R2557,I,GG0008,I,retained
R2558,I,GG0008,I,retained
R2559,I,GG0008,I,retained
R2560,I,GG0008,I,retained
R2561,I,GG0008,I,retained
R2562,I,GG0008,I,retained
R2563,I,GG0008,I,retained
R2564,I,GG0008,I,retained
R2565,I,GG0008,I,retained
R2566,I,GG0008,I,retained
R2567,I,GG0008,I,retained
R2568,I,GG0125,I,retained
R2569,I,GG0125,I,retained
R2570,I,GG0125,I,retained
R2571,I,GG0125,I,retained
R2572,I,GG0125,I,retained
R2573,I,GG0125,I,retained
R2574,I,GG0125,I,retained
R2575,I,GG0125,I,retained
R2576,I,GG0125,I,retained
R2577,I,GG0125,I,retained
R2578,I,GG0125,I,retained
R2579,I,GG0125,I,retained
R2580,I,GG0125,I,retained
R2581,I,GG0125,I,retained
R2582,I,GG0125,I,retained
R2583,I,GG0125,I,retained
R2584,I,GG0125,I,retained
R2585,I,GG0125,I,retained
R2586,I,GG0125,I,retained
R2587,I,GG0125,I,retained
R2588,I,GG0125,I,retained
R2589,I,GG0125,I,retained
R2590,I,GG0125,I,retained
R2591,I,GG0125,I,retained
R2592,I,GG0125,I,retained
R2593,I,GG0125,I,retained
R2594,I,GG0125,I,retained
R2595,I,GG0125,I,retained
R2596,I,GG0125,I,retained
R2597,I,GG0125,I,retained
R2598,I,GG0125,I,retained
R2599,I,GG0125,I,retained
R2600,I,GG0125,I,retained
R2601,I,GG0002,I,retained
R2602,I,GG0002,I,retained
R2603,I,GG0002,I,retained
R2604,I,GG0002,I,retained
R2605,I,GG0002,I,retained
R2606,I,GG0002,I,retained
R2607,I,GG0002,I,retained
R2608,I,GG0002,I,retained
R2609,I,GG0002,I,retained
R2610,I,GG0002,I,retained
R2611,I,GG0002,I,retained
R2612,I,GG0002,I,retained
R2613,I,GG0002,I,retained
R2614,I,GG0002,I,retained
R2615,I,GG0002,I,retained
R2616,I,GG0002,I,retained
R2617,I,GG0002,I,retained
R2618,I,GG0002,I,retained
R2619,I,GG0002,I,retained
R2620,I,GG0002,I,retained
R2621,I,GG0002,I,retained
R2622,I,GG0002,I,retained
R2623,I,GG0002,I,retained
R2624,I,GG0002,I,retained
R2625,I,GG0002,I,retained
R2626,I,GG0002,I,retained
R2627,I,GG0002,I,retained
R2628,I,GG0002,I,retained
R2629,I,GG0002,I,retained
R2630,I,GG0002,I,retained
R2631,I,GG0002,I,retained
R2632,I,GG0002,I,retained
R2633,I,GG0002,I,retained
R2634,I,GG0002,I,retained
R2635,I,GG0002,I,retained
R2636,I,GG0002,I,retained
R2637,I,GG0002,I,retained
R2638,I,GG0002,I,retained
R2639,I,GG0002,I,retained
R2640,I,GG0002,I,retained
R2641,I,GG0002,I,retained
R2642,I,GG0015,I,retained
R2643,I,GG0015,I,retained
R2644,I,GG0015,I,retained
R2645,I,GG0015,I,retained
R2646,I,GG0015,I,retained
R2647,I,GG0015,I,retained
R2648,I,GG0015,I,retained
R2649,I,GG0015,I,retained
R2650,I,GG0015,I,retained
R2651,I,GG0015,I,retained
R2652,I,GG0015,I,retained
R2653,I,GG0015,I,retained
R2654,I,GG0015,I,retained
R2655,I,GG0015,I,retained
R2656,I,GG0015,I,retained
R2657,I,GG0015,I,retained
R2658,I,GG0015,I,retained
R2659,I,GG0015,I,retained
R2660,I,GG0015,I,retained
R2661,I,GG0015,I,retained
R2662,I,GG0015,I,retained
R2663,I,GG0015,I,retained
R2664,I,GG0015,I,retained
R2665,I,GG0015,I,retained
R2666,I,GG0015,I,retained
R2667,I,GG0015,I,retained
R2668,I,GG0015,I,retained
R2669,A,GG0032,A,retained
R2670,A,GG0032,A,retained
R2671,A,GG0032,A,retained
R2672,A,GG0032,A,retained
R2673,A,GG0032,A,retained
R2674,A,GG0032,A,retained
R2675,A,GG0032,A,retained
R2676,A,GG0032,A,retained
R2677,A,GG0032,A,retained
R2678,A,GG0032,A,retained
R2679,A,GG0032,A,retained
R2680,A,GG0032,A,retained
R2681,A,GG0032,A,retained
R2682,A,GG0032,A,retained
R2683,A,GG0032,A,retained
R2684,A,GG0032,A,retained
R2685,A,GG0032,A,retained
R2686,A,GG0032,A,retained
R2687,A,GG0032,A,retained
R2688,A,GG0032,A,retained
R2689,A,GG0032,A,retained
R2690,A,GG0032,A,retained
R2691,A,GG0032,A,retained
R2692,S,GG0023,S,retained
R2693,S,GG0023,S,retained
R2694,S,GG0023,S,retained
R2695,S,GG0023,S,retained
R2696,S,GG0023,S,retained
R2697,S,GG0023,S,retained
R2698,S,GG0023,S,retained
R2699,S,GG0023,S,retained
R2700,S,GG0023,S,retained
R2701,S,GG0023,S,retained
R2702,S,GG0023,S,retained
R2703,S,GG0023,S,retained
R2704,S,GG0023,S,retained
R2705,S,GG0023,S,retained
R2706,S,GG0023,S,retained
R2707,S,GG0023,S,retained
R2708,S,GG0023,S,retained
R2709,S,GG0023,S,retained
R2710,S,GG0023,S,retained
R2711,S,GG0023,S,retained
R2712,S,GG0023,S,retained
R2713,S,GG0023,S,retained
R2714,S,GG0023,S,retained
R2715,S,GG0023,S,retained
R2716,S,GG0023,S,retained
R2717,S,GG0023,S,retained
R2718,S,GG0023,S,retained
R2719,S,GG0023,S,retained
R2720,S,GG0023,S,retained
R2721,S,GG0023,S,retained
R2722,S,GG0023,S,retained
R2723,S,GG0023,S,retained
R2724,S,GG0023,S,retained
R2725,S,GG0023,S,retained
R2726,S,GG0023,S,retained
R2727,S,GG0023,S,retained
R2728,S,GG0023,S,retained
R2729,S,GG0023,S,retained
R2730,A,GG0126,A,retained
R2731,A,GG0126,A,retained
R2732,A,GG0126,A,retained
R2733,A,GG0126,A,retained
R2734,A,GG0126,A,retained
R2735,A,GG0126,A,retained
R2736,A,GG0126,A,retained
R2737,A,GG0126,A,retained
R2738,A,GG0126,A,retained
R2739,A,GG0126,A,retained
R2740,A,GG0126,A,retained
R2741,A,GG0126,A,retained
R2742,A,GG0126,A,retained
R2743,A,GG0126,A,retained
R2744,A,GG0126,A,retained
R2745,A,GG0126,A,retained
R2746,A,GG0126,A,retained
R2747,A,GG0126,A,retained
R2748,A,GG0126,A,retained
R2749,A,GG0126,A,retained
R2750,A,GG0126,A,retained
R2751,A,GG0126,A,retained
R2752,A,GG0126,A,retained
R2753,A,GG0126,A,retained
R2754,A,GG0126,A,retained
R2755,A,GG0126,A,retained
R2756,A,GG0126,A,retained
R2757,A,GG0126,A,retained
R2758,A,GG0126,A,retained
R2759,A,GG0126,A,retained
R2760,A,GG0126,A,retained
R2761,A,GG0126,A,retained
R2762,A,GG0126,A,retained
R2763,A,GG0126,A,retained
R2764,A,GG0126,A,retained
R2765,A,GG0126,A,retained
R2766,A,GG0126,A,retained
R2767,A,GG0126,A,retained
R2768,A,GG0126,A,retained
R2769,A,GG0126,A,retained
R2770,A,GG0126,A,retained
R2771,A,GG0126,A,retained
R2772,A,GG0126,A,retained
R2773,A,GG0126,A,retained
R2774,A,GG0126,A,retained
R2775,A,GG0126,A,retained
R2776,A,GG0126,A,retained
R2777,A,GG0126,A,retained
R2778,A,GG0126,A,retained
R2779,A,GG0126,A,retained
R2780,A,GG0126,A,retained
R2781,A,GG0126,A,retained
R2782,A,GG0126,A,retained
R2783,A,GG0017,A,retained
R2784,A,GG0017,A,retained
R2785,A,GG0017,A,retained
R2786,A,GG0017,A,retained
R2787,A,GG0017,A,retained
R2788,A,GG0017,A,retained
R2789,A,GG0017,A,retained
R2790,A,GG0017,A,retained
R2791,A,GG0017,A,retained
R2792,A,GG0017,A,retained
R2793,A,GG0017,A,retained
R2794,A,GG0017,A,retained
R2795,A,GG0017,A,retained
R2796,A,GG0017,A,retained
R2797,A,GG0017,A,retained
R2798,A,GG0017,A,retained
R2799,A,GG0017,A,retained
R2800,A,GG0017,A,retained
R2801,A,GG0017,A,retained
R2802,A,GG0017,A,retained
R2803,A,GG0017,A,retained
R2804,S,GG0006,S,retained
R2805,S,GG0006,S,retained
R2806,S,GG0006,S,retained
R2807,S,GG0006,S,retained
R2808,S,GG0006,S,retained
R2809,S,GG0006,S,retained
R2810,S,GG0006,S,retained
R2811,S,GG0006,S,retained
R2812,S,GG0006,S,retained
R2813,S,GG0006,S,retained
R2814,A,GG0027,A,excluded_group_protocol
R2815,A,GG0027,A,excluded_group_protocol
R2816,A,GG0027,A,excluded_group_protocol
R2817,A,GG0027,A,excluded_group_protocol
R2818,A,GG0027,A,excluded_group_protocol
R2819,A,GG0027,A,excluded_group_protocol
R2820,A,GG0027,A,excluded_group_protocol
R2821,A,GG0027,A,excluded_group_protocol
R2822,A,GG0027,A,excluded_group_protocol
R2823,A,GG0027,A,excluded_group_protocol
R2824,I,GG0027,I,excluded_group_protocol
R2825,I,GG0027,I,excluded_group_protocol
R2826,I,GG0027,I,excluded_group_protocol
R2827,I,GG0027,I,excluded_group_protocol
R2828,I,GG0027,I,excluded_group_protocol
R2829,I,GG0027,I,excluded_group_protocol
R2830,I,GG0027,I,excluded_group_protocol
R2831,I,GG0027,I,excluded_group_protocol
R2832,I,GG0027,I,excluded_group_protocol
R2833,I,GG0027,I,excluded_group_protocol
R2834,I,GG0127,I,excluded_group_protocol
R2835,I,GG0127,I,excluded_group_protocol
R2836,I,GG0127,I,excluded_group_protocol
R2837,I,GG0128,I,retained
R2838,I,GG0128,I,retained
R2839,I,GG0128,I,retained
R2840,I,GG0128,I,retained
R2841,I,GG0128,I,retained
R2842,S,GG0021,S,retained
R2843,S,GG0021,S,retained
R2844,S,GG0021,S,retained
R2845,S,GG0021,S,retained
R2846,S,GG0021,S,retained
R2847,S,GG0021,S,retained
R2848,S,GG0021,S,retained
R2849,S,GG0021,S,retained
R2850,S,GG0129,S,excluded_group_protocol
R2851,S,GG0129,S,excluded_group_protocol
R2852,S,GG0129,S,excluded_group_protocol
R2853,S,GG0129,S,excluded_group_protocol
R2854,S,GG0129,S,excluded_group_protocol
R2855,S,GG0129,S,excluded_group_protocol
R2856,S,GG0129,S,excluded_group_protocol
R2857,S,GG0129,S,excluded_group_protocol
R2858,I,GG0021,I,excluded_weak_mixed_group_minority
R2859,I,GG0021,I,excluded_weak_mixed_group_minority
R2860,I,GG0021,I,excluded_weak_mixed_group_minority
R2861,I,GG0021,I,excluded_weak_mixed_group_minority
R2862,I,GG0021,I,excluded_weak_mixed_group_minority
R2863,I,GG0021,I,excluded_weak_mixed_group_minority
R2864,I,GG0021,I,excluded_weak_mixed_group_minority
R2865,S,GG0010,S,retained
R2866,S,GG0010,S,retained
R2867,S,GG0010,S,retained
R2868,S,GG0010,S,retained
R2869,S,GG0021,S,retained
R2870,S,GG0021,S,retained
R2871,S,GG0021,S,retained
R2872,S,GG0021,S,retained
R2873,S,GG0044,S,excluded_group_protocol
R2874,S,GG0044,S,excluded_group_protocol
R2875,,GG0021,NAN,excluded_non_IAS_label
