Record ID,Sample ID,Age reported (Ma),Granite type,Geological Group ID,Geological Group Name,Reference ID,Citation key,Geological group,Geological Group Name_S2,Province / Region,Parent Geological Unit or Included Subunit(s),Group Type,Grouping Rationale,Confidence Level,Number of Samples,Reference ID(s),Reference-connected block,Reference ID normalized
R2479,L49,430–435 Ma,S,GG0123,Fozichong,REF0180,REF0180,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2480,L14,430–435 Ma,S,GG0123,Fozichong,REF0180,REF0180,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2481,L24,430–435 Ma,S,GG0123,Fozichong,REF0180,REF0180,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2482,L23,430–435 Ma,S,GG0123,Fozichong,REF0180,REF0180,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2483,L49,430–435 Ma,S,GG0123,Fozichong,REF0180,REF0180,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2484,L14,430–435 Ma,S,GG0123,Fozichong,REF0180,REF0180,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2485,L24,430–435 Ma,S,GG0123,Fozichong,REF0180,REF0180,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2486,L23,430–435 Ma,S,GG0123,Fozichong,REF0180,REF0180,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2487,G3-3,430–435 Ma,S,GG0123,Fozichong,REF0181,REF0181,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2488,FZ-49,430–435 Ma,S,GG0123,Fozichong,REF0182,REF0182,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2489,FZ-58,430–435 Ma,S,GG0123,Fozichong,REF0182,REF0182,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2490,f387-88-①,430–435 Ma,S,GG0123,Fozichong,REF0182,REF0182,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2491,f387-88-⑦,430–435 Ma,S,GG0123,Fozichong,REF0182,REF0182,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2492,F10-19,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2493,F10-20,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2494,F10-21,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2495,F10-22,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2496,F10-23,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2497,F10-24,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2498,H10-1,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2499,H10-2,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2500,H10-3,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2501,H10-5,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2502,H10-6,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2503,L10-2,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2504,L10-3,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2505,L10-16,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2506,L10-17,430–435 Ma,S,GG0123,Fozichong,REF0183,REF0183,GG0123,Fozichong,Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Fozichong parent unit so genetically and spatially related samples remain in one validation group.,Medium,41,REF0180; REF0181; REF0182; REF0183,RCB0067,REF0180; REF0181; REF0182; REF0183
R2507,SL-62,ca. 138 Ma,I,GG0019,Longtoushan,REF0184,REF0184,GG0019,Longtoushan,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Longtoushan; all associated records are assigned to that named geological unit.,High,5,REF0184,RCB0017,REF0184
R2508,SL-96,ca. 138 Ma,I,GG0019,Longtoushan,REF0184,REF0184,GG0019,Longtoushan,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Longtoushan; all associated records are assigned to that named geological unit.,High,5,REF0184,RCB0017,REF0184
R2509,SL-102,ca. 138 Ma,I,GG0019,Longtoushan,REF0184,REF0184,GG0019,Longtoushan,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Longtoushan; all associated records are assigned to that named geological unit.,High,5,REF0184,RCB0017,REF0184
R2510,SL-80,ca. 138 Ma,I,GG0019,Longtoushan,REF0184,REF0184,GG0019,Longtoushan,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Longtoushan; all associated records are assigned to that named geological unit.,High,5,REF0184,RCB0017,REF0184
R2511,SL-207,ca. 138 Ma,I,GG0019,Longtoushan,REF0184,REF0184,GG0019,Longtoushan,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Longtoushan; all associated records are assigned to that named geological unit.,High,5,REF0184,RCB0017,REF0184
R2521,20DB-44,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2522,20DB-45,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2523,20DB-59,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2524,20DB-66,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2525,20DB-67,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2526,20DB-77,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2527,20DB-79,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2528,20DB-80,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2529,20DB-43,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2530,20DB-60,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2531,20DB-61,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2532,20DB-62,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2533,20DB-63,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2534,20DB-64,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2535,20DB-65,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2536,20DB-68,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2537,20DB-70,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2538,20DB-71,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2539,20DB-72,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2540,20DB-73,430 Ma,I,GG0008,Debao,REF0186,REF0186,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2541,22-1,430 Ma,I,GG0008,Debao,REF0187,REF0187,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2542,1602,430 Ma,I,GG0008,Debao,REF0187,REF0187,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2543,20DB3-1,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2544,20DB3-2,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2545,20DB3-3,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2546,20DB3-4,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2547,HS01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2548,WQ01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2549,SH01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2550,PS01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2551,460-01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2552,VI01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2553,811-01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2554,YL01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2555,460-05,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2556,NL01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2557,NT01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2558,WZ01,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2559,NT02,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2560,612-9,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2561,6612-13,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2562,8498-12*,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2563,6650-5*,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2564,20DB1-1-1,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2565,20DB1-1-2,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2566,20DB-1-2,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2567,20DB1-3,430 Ma,I,GG0008,Debao,REF0188,REF0188,GG0008,Debao,Guangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Debao; all associated records are assigned to that named geological unit.,High,47,REF0186; REF0187; REF0188,RCB0008,REF0186; REF0187; REF0188
R2568,1,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2569,2,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2570,3,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2571,4,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2572,5,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2573,6,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2574,7,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2575,8,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2576,9,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2577,10,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2578,11,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
R2579,12,138–142 Ma,I,GG0125,Jilongshan porphyritic granodiorite,REF0189,REF0189,GG0125,Jilongshan porphyritic granodiorite,Hubei,Jilongshan Au–Cu deposit,Porphyritic granodiorite body,The linked study explicitly identifies the Jilongshan porphyritic granodiorite; records are grouped at that named geological-unit level.,High,33,REF0189,RCB0068,REF0189
